Kalimat,Label,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami serangan jantung.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya terkena serangan alergi.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami patah tulang.",Rumah Sakit,,
"Saya melihat seseorang terluka di lapangan, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong antar saya ke rumah sakit secepat mungkin, saya mengalami luka bakar.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit terdekat, saya mengalami serangan asma.",Rumah Sakit,,
"Saya menemukan seseorang yang tidak sadarkan diri di taman, tolong dibawa ke rumah sakit!",Rumah Sakit,,
"Saya mengalami serangan asma, harap antar saya ke rumah sakit terdekat.",Rumah Sakit,,
"Saya mengalami serangan jantung, mohon antar saya ke rumah sakit terdekat.",Rumah Sakit,,
"Saya melihat seseorang terluka di jalanan, tolong antar ke rumah sakit!",Rumah Sakit,,
"Saya terkena serangan asma, harap bawa ke rumah sakit terdekat.",Rumah Sakit,,
"Saya mengalami patah tulang, harap antar ke rumah sakit terdekat.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit, saya mengalami luka serius setelah kecelakaan mobil.",Rumah Sakit,,
"Mohon antar saya ke rumah sakit, saya merasa sangat lemah dan sakit.",Rumah Sakit,,
"Saya menemukan seseorang yang pingsan di jalan, tolong bawa ke rumah sakit dengan cepat!",Rumah Sakit,,
"Saya membutuhkan perawatan medis darurat, harap antar saya ke rumah sakit secepatnya.",Rumah Sakit,,
"Tolong bawa saya ke rumah sakit, saya terjatuh dan mengalami patah tulang.",Rumah Sakit,,
"Saya mengalami luka bakar parah, mohon antar saya ke rumah sakit dengan segera!",Rumah Sakit,,
"Saya merasa sesak napas dan pusing, harap antar saya ke rumah sakit secepatnya.",Rumah Sakit,,
"Saya mengalami pendarahan parah, tolong antar saya ke rumah sakit dengan segera!",Rumah Sakit,,
"Saya mengalami patah tulang saat bermain olahraga, tolong bawa saya ke rumah sakit terdekat!",Rumah Sakit,,
"Saya mengalami pingsan mendadak, mohon antar saya ke rumah sakit secepatnya!",Rumah Sakit,,
"Saya mengalami luka parah setelah kecelakaan mobil, tolong antar saya ke rumah sakit!",Rumah Sakit,,
"Saya menemukan seseorang yang menggigil kedinginan di taman, butuh bantuan rumah sakit!",Rumah Sakit,,
"Saya mengalami cedera kepala setelah jatuh, mohon antar saya ke rumah sakit dengan cepat!",Rumah Sakit,,
"Saya menemukan seseorang yang pingsan di jalan, tolong bawa ke rumah sakit dengan segera!",Rumah Sakit,,
"Saya merasa sesak napas dan pusing, harap antar saya ke rumah sakit secepatnya.",Rumah Sakit,,
"Saya mengalami pendarahan parah, tolong antar saya ke rumah sakit dengan segera!",Rumah Sakit,,
"Saya mengalami patah tulang saat bermain olahraga, tolong bawa saya ke rumah sakit terdekat!",Rumah Sakit,,
"Saya mengalami pingsan mendadak, mohon antar saya ke rumah sakit secepatnya!",Rumah Sakit,,
"Saya mengalami luka parah setelah kecelakaan mobil, tolong antar saya ke rumah sakit!",Rumah Sakit,,
"Saya menemukan seseorang yang menggigil kedinginan di taman, butuh bantuan rumah sakit!",Rumah Sakit,,
"Saya mengalami cedera kepala setelah jatuh, mohon antar saya ke rumah sakit dengan cepat!",Rumah Sakit,,
"Saya menemukan seseorang yang pingsan di jalan, tolong bawa ke rumah sakit dengan segera!",Rumah Sakit,,
"Saya merasa sesak napas dan pusing, harap antar saya ke rumah sakit secepatnya.",Rumah Sakit,,
"Saya mengalami pendarahan parah, tolong antar saya ke rumah sakit dengan segera!",Rumah Sakit,,
"Saya mengalami patah tulang saat bermain olahraga, tolong bawa saya ke rumah sakit terdekat!",Rumah Sakit,,
"Saya mengalami pingsan mendadak, mohon antar saya ke rumah sakit secepatnya!",Rumah Sakit,,
"Saya mengalami pendarahan parah, tolong antar saya ke rumah sakit dengan segera!",Rumah Sakit,,
"Saya mengalami patah tulang saat bermain olahraga, tolong bawa saya ke rumah sakit terdekat!",Rumah Sakit,,
"Saya mengalami pingsan mendadak, mohon antar saya ke rumah sakit secepatnya!",Rumah Sakit,,
"Saya mengalami luka bakar akibat kecelakaan dapur, tolong antar saya ke rumah sakit!",Rumah Sakit,,
"Saya menemukan seseorang yang terjatuh di jalan, mohon bantuan rumah sakit!",Rumah Sakit,,
"Saya merasa pusing dan lemas, harap antar saya ke rumah sakit dengan segera!",Rumah Sakit,,
"Saya menemukan seseorang yang terluka parah di taman, tolong bawa ke rumah sakit!",Rumah Sakit,,
"Saya merasa nyeri dada dan sesak napas, harap antar saya ke rumah sakit secepatnya.",Rumah Sakit,,
Saya butuh perawatan medis segera. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya mengalami demam tinggi. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami luka parah akibat kecelakaan. Harap segera antar ke rumah sakit terdekat!,Rumah Sakit,,
Mohon bantu evakuasi. Terjadi kebakaran di rumah tetangga!,Rumah Sakit,,
Ada warga yang pingsan di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami sesak napas dan nyeri dada. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya terjatuh dan mengalami patah tulang. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah kecelakaan. Tolong antar ke rumah sakit!,Rumah Sakit,,
Saya mengalami serangan jantung. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh perawatan darurat. Tolong antar saya ke rumah sakit terdekat!,Rumah Sakit,,
Anak saya terkena demam tinggi dan muntah-muntah. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pingsan mendadak. Perlukan pertolongan medis segera!,Rumah Sakit,,
Saya terluka parah akibat kecelakaan. Harap segera antar ke rumah sakit!,Rumah Sakit,,
Ada warga yang mengalami serangan epilepsi di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya mengalami luka bakar parah. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah jatuh. Tolong antar ke rumah sakit terdekat!,Rumah Sakit,,
Saya mengalami serangan asma yang parah. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh pertolongan medis darurat. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya terkena infeksi paru-paru dan kesulitan bernapas. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami luka tusuk akibat serangan. Perlukan pertolongan medis segera!,Rumah Sakit,,
Saya terjatuh dan mengalami patah tulang. Harap segera antar ke rumah sakit!,Rumah Sakit,,
Ada warga yang terkena serangan jantung di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami kesulitan bernapas dan nyeri dada. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya terkena luka parah akibat kecelakaan. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah terluka. Tolong antar ke rumah sakit terdekat!,Rumah Sakit,,
Saya mengalami serangan panik. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh perawatan darurat segera. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya terkena demam tinggi dan ruam kulit. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera!,Rumah Sakit,,
Saya butuh perawatan medis segera. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya mengalami demam tinggi. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami luka parah akibat kecelakaan. Harap segera antar ke rumah sakit terdekat!,Rumah Sakit,,
Mohon bantu evakuasi. Terjadi kebakaran di rumah tetangga!,Rumah Sakit,,
Ada warga yang pingsan di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami sesak napas dan nyeri dada. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya terjatuh dan mengalami patah tulang. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah kecelakaan. Tolong antar ke rumah sakit!,Rumah Sakit,,
Saya mengalami serangan jantung. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh perawatan darurat. Tolong antar saya ke rumah sakit terdekat!,Rumah Sakit,,
Anak saya terkena demam tinggi dan muntah-muntah. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pingsan mendadak. Perlukan pertolongan medis segera!,Rumah Sakit,,
Saya terluka parah akibat kecelakaan. Harap segera antar ke rumah sakit!,Rumah Sakit,,
Ada warga yang mengalami serangan epilepsi di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya mengalami luka bakar parah. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah jatuh. Tolong antar ke rumah sakit terdekat!,Rumah Sakit,,
Saya mengalami serangan asma yang parah. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh pertolongan medis darurat. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya terkena infeksi paru-paru dan kesulitan bernapas. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami luka tusuk akibat serangan. Perlukan pertolongan medis segera!,Rumah Sakit,,
Saya terjatuh dan mengalami patah tulang. Harap segera antar ke rumah sakit!,Rumah Sakit,,
Ada warga yang terkena serangan jantung di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami kesulitan bernapas dan nyeri dada. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya terkena luka parah akibat kecelakaan. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah terluka. Tolong antar ke rumah sakit terdekat!,Rumah Sakit,,
Saya mengalami serangan panik. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh perawatan darurat segera. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya terkena demam tinggi dan ruam kulit. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera!,Rumah Sakit,,
Saya butuh perawatan medis segera. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya mengalami demam tinggi. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami luka parah akibat kecelakaan. Harap segera antar ke rumah sakit terdekat!,Rumah Sakit,,
Mohon bantu evakuasi. Terjadi kebakaran di rumah tetangga!,Rumah Sakit,,
Ada warga yang pingsan di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami sesak napas dan nyeri dada. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya terjatuh dan mengalami patah tulang. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah kecelakaan. Tolong antar ke rumah sakit!,Rumah Sakit,,
Saya mengalami serangan jantung. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh perawatan darurat. Tolong antar saya ke rumah sakit terdekat!,Rumah Sakit,,
Anak saya terkena demam tinggi dan muntah-muntah. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pingsan mendadak. Perlukan pertolongan medis segera!,Rumah Sakit,,
Saya terluka parah akibat kecelakaan. Harap segera antar ke rumah sakit!,Rumah Sakit,,
Ada warga yang mengalami serangan epilepsi di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya mengalami luka bakar parah. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah jatuh. Tolong antar ke rumah sakit terdekat!,Rumah Sakit,,
Saya mengalami serangan asma yang parah. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh pertolongan medis darurat. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya terkena infeksi paru-paru dan kesulitan bernapas. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami luka tusuk akibat serangan. Perlukan pertolongan medis segera!,Rumah Sakit,,
Saya terjatuh dan mengalami patah tulang. Harap segera antar ke rumah sakit!,Rumah Sakit,,
Ada warga yang terkena serangan jantung di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami kesulitan bernapas dan nyeri dada. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya terkena luka parah akibat kecelakaan. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah terluka. Tolong antar ke rumah sakit terdekat!,Rumah Sakit,,
Saya mengalami serangan panik. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh perawatan darurat segera. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya terkena demam tinggi dan ruam kulit. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera!,Rumah Sakit,,
Saya butuh perawatan medis segera. Tolong antar saya ke rumah sakit!,Rumah Sakit,,
Anak saya mengalami demam tinggi. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami luka parah akibat kecelakaan. Harap segera antar ke rumah sakit terdekat!,Rumah Sakit,,
Mohon bantu evakuasi. Terjadi kebakaran di rumah tetangga!,Rumah Sakit,,
Ada warga yang pingsan di jalan. Segera hubungi ambulans rumah sakit!,Rumah Sakit,,
Saya mengalami sesak napas dan nyeri dada. Perlukan bantuan medis segera!,Rumah Sakit,,
Anak saya terjatuh dan mengalami patah tulang. Segera bawa ke rumah sakit!,Rumah Sakit,,
Saya mengalami pendarahan hebat setelah kecelakaan. Tolong antar ke rumah sakit!,Rumah Sakit,,
Saya mengalami serangan jantung. Mohon segera hubungi ambulans!,Rumah Sakit,,
Saya butuh perawatan darurat. Tolong antar saya ke rumah sakit terdekat!,Rumah Sakit,,
Tolong telepon rumah sakit,Rumah Sakit,,
"Tolong, saya butuh bantuan medis segera!",Rumah Sakit,,

"Ada kecelakaan di jalan, tolong hubungi polisi!",Polisi,,
"Terjadi kebakaran di gedung, harap panggil pemadam kebakaran!",Pemadam Kebakaran,,
"Saya butuh ambulans, ada yang terluka parah!",Rumah Sakit,,
"Saya melihat seseorang mencurigakan, mohon bantuannya polisi!",Polisi,,
"Ada kebakaran di rumah tetangga, segera bawa pemadam!",Pemadam Kebakaran,,
"Saya mengalami serangan jantung, butuh bantuan medis!",Rumah Sakit,,
"Tolong segera hubungi polisi, ada perampokan di toko!",Polisi,,
"Ada ledakan di gedung, panggil pemadam kebakaran sekarang!",Pemadam Kebakaran,,
"Anak saya terjatuh dan tidak sadarkan diri, bawa ke rumah sakit!",Rumah Sakit,,
"Tolong, ada seseorang yang terluka parah di tempat kecelakaan!",Rumah Sakit,,
"Mohon bantuannya, ada penjahat bersenjata di area ini!",Polisi,,
"Terjadi kebakaran di kompleks perumahan, panggil pemadam segera!",Pemadam Kebakaran,,
Saya butuh ambulans untuk ibu yang pingsan!,Rumah Sakit,,
"Saya melihat mobil mencurigakan parkir di depan toko, segera hubungi polisi!",Polisi,,
"Ada kebakaran di kawasan hutan, harap bawa pemadam kebakaran!",Pemadam Kebakaran,,
"Saya mengalami luka bakar parah, perlu pertolongan medis!",Rumah Sakit,,
"Tolong segera datang, ada orang mencurigakan di sekitar rumah saya!",Polisi,,
"Ada kebakaran di gedung apartemen, panggil pemadam sekarang juga!",Pemadam Kebakaran,,
"Anak saya terkena serangan asma, butuh bantuan medis segera!",Rumah Sakit,,
"Mohon bantuannya, ada perampok yang melarikan diri, tangkaplah mereka!",Polisi,,
"Terjadi ledakan di pabrik, panggil pemadam kebakaran dengan cepat!",Pemadam Kebakaran,,
"Saya mengalami serangan jantung, butuh pertolongan medis darurat!",Rumah Sakit,,
"Tolong, ada orang mencurigakan yang memasuki gedung ini!",Polisi,,
"Ada kebakaran di gudang, harap segera bawa pemadam kebakaran!",Pemadam Kebakaran,,
Saya butuh ambulans untuk pasien dengan luka parah!,Rumah Sakit,,
"Saya melihat perkelahian di jalan, tolong panggil polisi!",Polisi,,
"Terjadi kebakaran di pusat perbelanjaan, segera hubungi pemadam!",Pemadam Kebakaran,,
"Saya mengalami patah tulang akibat kecelakaan, perlukan bantuan medis!",Rumah Sakit,,
"Tolong, ada seseorang yang mencoba masuk secara paksa ke rumah saya!",Polisi,,
Saya sakit,Rumah Sakit,,
Butuh bantuan medis,Rumah Sakit,,
Kakek saya sakit,Rumah Sakit,,
Nenek saya sakit,Rumah Sakit,,
Saya butuh ambulans,Rumah Sakit,,
Tolong ada yang berdarah,Rumah Sakit,,
Darah segar itu muncul,Rumah Sakit,,
Kaki saya patah,Rumah Sakit,,
Butuh bantuan medis,Rumah Sakit,,
Ada api sebelah saya,Pemadam Kebakaran,,
Terjadi kebakaran,Pemadam Kebakaran,,
Kebakaran ,Pemadam Kebakaran,,
Tolong ada yang terbakar,Pemadam Kebakaran,,
Tolong api terlalu besar,Pemadam Kebakaran,,
Ada gas meledak ,Pemadam Kebakaran,,
Gas bocor tolong,Pemadam Kebakaran,,
Anak saya diculik,Polisi,,
Dompet saya hilang,Polisi,,
Tolong panggil polisi!,Polisi,,
Ada kebakaran di sini!,Pemadam Kebakaran,,
Saya butuh ambulans sekarang!,Rumah Sakit,,
Anak saya luka parah!,Rumah Sakit,,
"Tolong, saya pingsan!",Rumah Sakit,,
"Polisi, ada pencurian!",Polisi,,
Ada kecelakaan mobil!,Rumah Sakit,,
"Saya terjatuh, bantuan!",Rumah Sakit,,
"Pemadam kebakaran, cepat!",Pemadam Kebakaran,,
Saya butuh bantuan medis!,Rumah Sakit,,
"Tolong bantu, saya terluka!",Rumah Sakit,,
Segera panggil dokter!,Rumah Sakit,,
"Polisi, ada penyerangan!",Polisi,,
Ada kebakaran di gedung itu!,Pemadam Kebakaran,,
Saya merasa sesak napas!,Rumah Sakit,,
"Tolong, anak saya demam tinggi!",Rumah Sakit,,
Ada orang yang terjatuh di sini!,Rumah Sakit,,
Saya butuh bantuan segera!,Rumah Sakit,,
Segera hubungi petugas medis!,Rumah Sakit,,
"Tolong, ada yang terluka parah!",Rumah Sakit,,
Ada perampokan di toko itu!,Polisi,,
Saya melihat kebakaran di jalan!,Pemadam Kebakaran,,
"Tolong, anak saya tidak sadarkan diri!",Rumah Sakit,,
Ada kecelakaan di persimpangan jalan!,Rumah Sakit,,
Saya terluka akibat kecelakaan!,Rumah Sakit,,
Tolong temukan pencuri itu!,Polisi,,
Ada warga yang pingsan di taman!,Rumah Sakit,,
Saya terjatuh dari tangga!,Rumah Sakit,,
